Well,Cycle,FAM
D2,11,57007.64844
D3,11,30913.39453
D4,11,34974.41016
D5,11,25268.25781
D6,11,47348.58203
D7,11,29079.4707
D8,11,55968.8125
D9,11,31613.08203
D10,11,-3087.989258
D11,11,
D12,11,-2409.803711
E1,11,13676.81055
E2,11,30656.92383
E3,11,36265.57031
E4,11,15980.79395
E5,11,11483.02832
E6,11,8222.044922
E7,11,18113.04688
E8,11,36659.10938
E9,11,19559.93359
E10,11,-2499.569336
E11,11,
E12,11,-2989.625488
F1,11,29171.18359
F2,11,32177.11523
F3,11,23710.93164
F4,11,-633.5361328
F5,11,-402.5235596
F6,11,4763.298828
F7,11,3947.00293
F8,11,13837.13672
F9,11,15470.77051
F10,11,-3078.104004
F11,11,
F12,11,-3160.244141
G1,11,15802.8252
G2,11,18605.90039
G3,11,18585.09961
G4,11,491.9285278
G5,11,-845.7918701
G6,11,-1627.047729
G7,11,609.1096191
G8,11,-2573.0625
G9,11,-2567.815918
G10,11,-2890.999268
G11,11,
G12,11,
H1,11,6552.842285
H2,11,-820.6690063
H3,11,1981.163452
H4,11,-2681.811035
H5,11,-2273.451904
H6,11,-2724.891113
H7,11,-3270.727295
H8,11,-3347.793457
H9,11,-3173.397217
H10,11,-3423.151855
H11,11,-2707.463867
H12,11,
A1,12,23433.16211
A2,12,30685.83008
A3,12,48737.53516
A4,12,55637.55859
A5,12,62277.66016
A6,12,62156.11328
A7,12,29500.72266
A8,12,48318.78906
A9,12,51384.46875
A10,12,-2730.540039
A11,12,-2881.465088
A12,12,-1855.786499
B1,12,20483.76758
B2,12,33375.12891
B3,12,45979.45313
B4,12,53129.07031
B5,12,58187.55859
B6,12,53156.80859
B7,12,38367.86719
B8,12,28339.57813
B9,12,33747.75781
B10,12,-3575.907715
B11,12,-3602.296387
B12,12,-2215.882324
C1,12,44607.29297
C2,12,39853.57422
C3,12,36033.13672
C4,12,42827.5625
C5,12,43229.05859
C6,12,58115.74609
C7,12,29246.03516
C8,12,52185.15234
C9,12,43807.42578
C10,12,-2762.654541
C11,12,-3286.418945
C12,12,-1766.19104
D1,12,28467.07227
D2,12,59935.97656
D3,12,33501.95703
D4,12,37229.49609
D5,12,27668.37109
D6,12,50175.92578
D7,12,31742.68555
D8,12,58601.24219
D9,12,34390.27344
D10,12,-3068.468018
D11,12,
D12,12,-2415.336914
E1,12,15292.35352
E2,12,33346.53516
E3,12,39317.48438
E4,12,17693.125
E5,12,12870.41016
E6,12,9284.935547
E7,12,19940.1582
E8,12,39764.30859
E9,12,21669.83008
E10,12,-2468.604004
E11,12,
E12,12,-2960.633301
F1,12,31932.43164
F2,12,34910.72266
F3,12,26122.68359
F4,12,-294.2006836
F5,12,-93.89779663
F6,12,5536.495605
F7,12,4655.530762
F8,12,15487.88867
F9,12,17229.32422
F10,12,-3076.578125
F11,12,
F12,12,-3148.438965
G1,12,17552.15039
G2,12,20575.07617
G3,12,20632.41016
G4,12,799.9414063
G5,12,-507.8041992
G6,12,-1454.262207
G7,12,1177.003906
G8,12,-2493.220703
G9,12,-2474.473389
G10,12,-2895.455078
G11,12,
G12,12,
H1,12,7417.925293
H2,12,-557.2483521
H3,12,2598.235352
H4,12,-2674.427734
H5,12,-2245.058594
H6,12,-2680.434082
H7,12,-3256.582764
H8,12,-3332.275391
H9,12,-3162.012939
H10,12,-3425.1875
H11,12,-2706.112305
H12,12,
A1,13,25274.76953
A2,13,32858.05469
A3,13,52063.25
A4,13,58142.19922
A5,13,64869.89063
A6,13,64836.12891
A7,13,31515.33203
A8,13,51558.19531
A9,13,54225.08594
A10,13,-2719.852295
A11,13,-2873.283203
A12,13,-1833.463013
B1,13,22249.86328
B2,13,35699.84766
B3,13,49123.94531
B4,13,55960.82813
B5,13,60747.66406
B6,13,55693.65625
B7,13,41131.45703
B8,13,30474.49609
B9,13,36837.88672
B10,13,-3564.369873
B11,13,-3557.624756
B12,13,-2185.329102
C1,13,47863.96484
C2,13,42781.59375
C3,13,38675.98828
C4,13,44988.00781
C5,13,45452.94922
C6,13,61056.53906
C7,13,31019.94922
C8,13,55081.55469
C9,13,45748.24219
C10,13,-2748.255371
C11,13,-3253.253906
C12,13,-1724.719971
D1,13,30849.72656
D2,13,62425.07813
D3,13,36200.55469
D4,13,39359.39453
D5,13,29976.85742
D6,13,52790.45313
D7,13,33703.22656
D8,13,60987.25
D9,13,36482.875
D10,13,-3036.675781
D11,13,
D12,13,-2408.727051
E1,13,16821.2832
E2,13,35815.12109
E3,13,42030.07813
E4,13,19262.0957
E5,13,14213.86035
E6,13,10414.18457
E7,13,21574.32227
E8,13,42676.37891
E9,13,23614.34375
E10,13,-2455.249023
E11,13,
E12,13,-2965.90918
F1,13,34548.70703
F2,13,37392.62891
F3,13,28354.45508
F4,13,-7.720581055
F5,13,215.0609131
F6,13,6387.470215
F7,13,5537.564453
F8,13,17164.87891
F9,13,18891.95508
F10,13,-3023.888428
F11,13,
