Well,Cycle,FAM
F2,13,-3548.480469
F3,13,-3974.495117
F4,13,-4328.222168
F5,13,-4071.096924
F6,13,-4269.47168
F7,13,-4286.99707
F8,13,
F9,13,
F10,13,
F11,13,
F12,13,
G1,13,-4227.748535
G2,13,-4565.114258
G3,13,-4624.912109
G4,13,-3542.63623
G5,13,-4941.06543
G6,13,-4680.37793
G7,13,
G8,13,
G9,13,
G10,13,
G11,13,
G12,13,
H1,13,-2285.701904
H2,13,-4563.705566
H3,13,-4069.114258
H4,13,-4721.288086
H5,13,-4436.798828
H6,13,-4867.111328
H7,13,
H8,13,
H9,13,
H10,13,
H11,13,
H12,13,
A1,14,20859.52148
A2,14,21275.66797
A3,14,21491.51953
A4,14,-4497.986328
A5,14,-4444.939453
A6,14,-4254.589844
A7,14,-3687.584961
A8,14,-4449.112305
A9,14,
A10,14,
A11,14,
A12,14,
B1,14,21730.83594
B2,14,21663.0625
B3,14,20675.10547
B4,14,-4145.5
B5,14,-4107.230469
B6,14,-4361.399414
B7,14,-4521.777344
B8,14,-4712.78418
B9,14,
B10,14,
B11,14,
B12,14,
C1,14,21284.5918
C2,14,21420.5625
C3,14,18623.23242
C4,14,-4030.598877
C5,14,-2872.057373
C6,14,-4682.886719
C7,14,-4638.626953
C8,14,-4510.700195
C9,14,
C10,14,
C11,14,
C12,14,
D1,14,18690.53516
D2,14,23127.89258
D3,14,20608.96484
D4,14,-4364.424316
D5,14,-3652.346191
D6,14,-4457.604492
D7,14,-4464.132813
D8,14,
D9,14,
D10,14,
D11,14,
D12,14,
E1,14,21500.62109
E2,14,19958.92773
E3,14,23510.99805
E4,14,-4278.068359
E5,14,-4357.744629
E6,14,-4359.815918
E7,14,-4267.709961
E8,14,
E9,14,
E10,14,
E11,14,
E12,14,
F1,14,-3887.242676
F2,14,-3539.272461
F3,14,-3967.666748
F4,14,-4331.827148
F5,14,-4064.026367
